in_channels,out_channels,kernel_size,stride,groups,hw
336,364,1,1,4,14
18,25,1,1,1,28
9,63,1,1,1,56
3773,3702,1,1,1,14
176,176,3,1,8,14
2982,2940,3,2,42,7
195,195,3,2,39,7
16,24,1,1,1,7
668,1074,1,1,1,7
3159,3159,3,1,39,14
349,440,1,1,1,7
105,74,1,1,1,112
1890,2667,3,1,21,14
3701,3689,1,1,1,7
151,707,1,1,1,14
820,810,3,1,10,14
1711,351,1,1,1,7
273,277,1,2,1,112
203,88,1,1,1,28
40,147,1,1,1,56
15,31,1,1,1,112
346,349,1,1,1,7
1247,1218,3,2,29,7
3936,3936,3,2,41,7
3108,3071,3,1,37,14
238,623,1,1,1,28
2360,2340,3,2,10,28
16,44,1,1,1,112
280,245,3,2,35,7
1782,2466,3,1,9,28
188,180,3,1,4,56
47,31,1,1,1,56
2839,2346,3,1,17,14
1296,1296,3,1,36,14
1875,1875,3,2,25,7
1701,356,1,1,1,7
207,149,1,1,1,112
70,96,1,2,1,112
390,380,3,1,5,56
570,619,1,1,1,7
17,16,1,1,1,112
5,13,1,1,1,112
2875,2850,3,1,25,7
1652,1204,1,1,1,14
1775,1750,3,2,25,14
179,108,1,1,1,112
2088,2088,3,1,24,7
127,269,1,1,1,7
649,638,3,1,11,14
800,752,3,1,4,112
3202,624,1,1,1,28
21,29,3,1,1,112
1332,1296,3,1,36,14
658,658,3,2,7,28
521,176,1,1,1,56
3956,1512,1,1,1,14
817,817,3,1,19,14
64,72,3,2,2,56
1554,1512,3,1,42,7
1170,1170,3,2,39,14
7,14,1,1,1,112
3594,1474,1,1,1,28
3107,3042,3,2,13,28
30,30,1,1,1,28
165,296,1,2,1,56
729,221,1,1,1,14
1342,337,1,1,1,56
3822,3822,3,2,39,7
52,85,1,2,1,112
2730,2688,3,1,42,14
682,654,1,1,1,7
185,180,3,1,5,28
31,45,1,1,1,7
447,923,1,1,1,56
1891,414,1,1,1,14
208,324,1,2,2,56
874,874,3,1,38,14
735,720,3,1,5,56
264,268,3,2,4,28
255,238,3,1,17,14
2156,2145,3,2,11,28
140,140,3,2,2,112
17,24,1,1,1,14
2843,2491,1,1,1,7
32,31,3,1,1,112
246,354,1,2,2,56
575,575,3,2,25,14
410,602,1,1,1,28
588,576,3,2,12,14
300,392,1,2,2,56
797,258,1,1,1,56
142,374,1,1,1,112
104,148,1,2,2,14
74,155,1,2,1,112
263,875,1,1,1,7
20,79,1,1,1,112
2432,2416,3,2,16,14
1556,340,1,1,1,28
1500,1512,3,2,6,112
484,462,3,1,22,14
1494,1393,1,1,1,7
536,560,3,1,8,14
2875,3288,1,1,1,7
146,142,3,1,2,112
16,29,3,1,1,112
3096,660,1,1,1,14
10,12,1,1,1,112
693,693,3,1,33,14
1802,564,1,1,1,14
3865,3817,1,1,1,56
245,298,1,1,1,7
1204,1204,3,2,28,7
140,140,3,1,10,14
1462,1428,3,2,34,14
29,39,3,1,1,56
144,138,3,1,6,28
1220,3432,1,1,4,14
1596,3850,3,1,14,7
1337,1316,3,2,7,28
196,192,3,2,4,56
2020,1990,3,1,10,28
34,47,1,1,1,7
44,78,1,1,1,112
408,141,1,1,1,28
90,90,3,1,9,14
3953,1504,1,1,1,7
126,126,3,1,9,14
2230,1935,1,1,1,7
5,7,1,1,1,7
2336,468,1,1,1,7
86,103,1,1,1,56
18,25,1,1,1,28
126,65,1,1,1,56
9,17,1,1,1,112
50,64,1,1,1,28
425,148,1,1,1,28
583,587,1,1,1,56
105,346,1,1,1,7
264,725,1,1,1,28
28,37,1,1,1,28
489,832,1,1,1,14
816,3464,1,1,1,14
55,163,1,2,1,56
3192,1848,3,1,42,14
1400,1360,3,1,40,7
136,132,3,2,4,56
83,42,1,1,1,7
499,516,1,1,1,28
142,268,1,2,1,56
160,272,1,2,1,56
640,1228,1,1,4,14
2633,2637,1,1,1,14
2001,2097,1,1,3,14
1363,1334,3,1,29,14
529,172,1,1,1,14
855,705,3,1,15,14
918,900,3,2,6,56
1984,1968,3,1,16,14
115,115,3,2,5,28
816,816,3,1,34,14
3818,1073,1,1,1,7
2440,2400,3,2,40,14
662,563,1,1,1,28
513,453,3,1,3,112
177,120,1,1,1,56
35,113,1,1,1,7
169,77,1,1,1,56
120,114,3,1,6,28
3234,1004,1,1,1,7
993,960,3,1,3,112
1053,412,1,1,1,56
57,57,3,1,19,7
867,759,3,2,3,112
2170,2170,3,2,31,7
44,259,1,1,1,112
2763,2508,1,1,1,56
575,550,3,1,25,14
289,272,3,1,17,14
816,816,3,2,24,7
229,67,1,1,1,7
1200,1200,3,2,24,7
498,1725,1,1,1,28
210,200,3,1,10,14
1504,1472,3,1,32,14
930,925,3,2,5,56
864,891,3,2,27,7
3763,830,1,1,1,14
95,95,3,2,5,28
66,63,3,1,3,56
952,928,3,1,8,28
370,330,1,1,1,14
270,270,3,1,27,14
53,166,1,1,1,14
144,84,1,1,1,56
332,1092,1,1,1,7
1935,1935,3,1,15,14
39,277,1,1,1,112
274,374,1,2,2,56
1095,1035,1,2,1,56
38,43,1,1,1,112
631,2156,1,1,1,14
2737,602,1,1,1,14
1800,1785,3,1,15,14
1272,1260,3,2,12,14
3348,3348,3,1,31,7
2626,2626,3,2,26,7
350,126,1,1,1,56
780,780,3,1,30,14
150,150,3,1,6,14
2329,2312,3,1,17,14
2030,2010,3,1,10,28
544,512,3,1,32,14
2132,2106,3,1,13,14
2852,505,1,1,1,28
1344,1356,3,1,6,112
703,666,3,1,37,14
344,336,3,1,8,28
41,57,1,1,1,112
3424,823,1,1,1,7
2097,437,1,1,1,14
165,155,3,1,5,56
108,108,3,1,18,7
1056,1023,3,1,33,14
3444,3403,3,1,41,14
612,170,1,1,1,14
3650,3642,1,1,1,28
1344,3873,1,1,1,7
756,756,3,2,21,14
50,68,1,1,1,112
351,351,3,1,9,14
3360,3360,3,1,42,14
246,538,1,1,1,56
2114,2072,3,2,7,56
55,79,1,1,1,112
2005,3510,1,1,5,14
2292,2268,3,2,12,14
72,152,1,1,1,7
192,178,3,1,2,112
3159,3071,1,1,1,7
26,21,1,1,1,112
3121,3113,1,1,1,14
114,59,1,1,1,56
3321,3280,3,2,41,14
494,1417,1,1,1,56
107,79,1,1,1,112
336,408,1,2,12,7
1512,1470,3,1,42,7
584,2321,1,1,1,7
104,100,1,1,1,56
2375,2375,3,2,19,14
1480,640,1,1,2,56
931,199,1,1,1,7
100,112,3,1,2,56
2900,539,1,1,1,28
127,412,1,1,1,112
2220,2183,3,1,37,14
1289,1078,1,1,1,14
651,651,3,1,31,14
212,328,1,2,2,56
640,596,3,2,4,112
1531,332,1,1,1,14
161,257,1,2,1,112
1703,347,1,1,1,14
390,384,3,1,6,28
2058,3964,1,1,1,7
1010,990,3,1,10,28
406,1347,1,1,1,14
1711,393,1,1,1,14
969,969,3,2,17,14
351,197,1,1,1,56
384,376,3,1,4,112
85,191,1,1,1,28
1268,3563,1,1,1,14
778,3439,1,1,1,14
2072,2072,3,1,28,7
5,9,3,1,1,112
751,2855,1,1,1,7
40,48,3,1,2,14
75,75,3,2,25,7
2592,2560,3,1,32,14
137,545,1,1,1,7
136,79,1,1,1,14
349,510,1,1,1,7
3912,3919,1,1,1,7
1030,970,1,1,1,14
3,5,1,1,1,112
1004,1136,3,2,4,56
89,41,1,1,1,7
1280,2160,3,1,40,7
3920,3920,3,1,35,7
63,55,1,1,1,56
891,891,3,1,33,14
1400,1380,3,1,20,14
57,54,3,2,3,56
60,60,3,1,30,7
3755,1001,1,1,1,7
3796,3796,3,2,26,7
164,251,1,2,1,112
44,49,1,1,1,112
184,77,1,1,1,14
100,35,1,1,1,7
3480,3440,3,2,40,14
900,918,3,2,18,14
1110,2890,1,1,1,56
80,84,3,1,2,112
2800,2786,3,2,14,14
3042,3042,3,2,39,14
406,2776,1,1,1,7
3320,612,1,1,1,14
200,318,1,2,2,56
228,97,1,1,1,56
657,657,3,1,9,28
3168,3144,3,1,24,7
63,63,3,2,3,56
114,284,1,1,1,28
1518,1518,3,2,33,14
234,659,1,1,1,7
35,24,1,1,1,112
2625,2646,3,2,7,112
3,7,1,1,1,112
5,7,1,1,1,56
2624,2624,3,1,32,7
247,96,1,1,1,28
1293,311,1,1,1,14
576,2071,1,1,1,14
63,37,1,1,1,14
76,41,1,1,1,112
195,961,1,1,1,7
46,64,3,1,1,56
3344,3328,3,2,16,14
126,117,1,1,1,112
1968,1952,3,1,16,14
3705,3692,3,2,13,28
73,36,1,1,1,56
3816,3816,3,2,36,7
926,242,1,1,1,14
82,127,1,1,1,112
370,1552,1,1,1,7
2477,2531,1,1,1,28
2572,756,1,1,2,14
521,180,1,1,1,28
1073,936,1,1,1,28
184,180,3,1,4,56
225,227,1,2,1,56
3379,3379,3,2,31,7
3936,2732,3,1,2,28
155,221,1,2,1,56
3365,3305,1,1,1,7
28,83,1,1,1,56
1201,1151,1,1,1,14
1534,3896,1,1,1,14
90,133,1,2,1,56
822,895,1,1,1,7
41,54,1,1,1,112
189,182,3,1,7,28
666,788,1,1,1,7
1029,1015,3,1,7,28
285,270,3,1,3,112
1118,1092,3,1,26,14
514,2082,1,1,1,7
55,28,1,1,1,56
342,312,3,2,3,112
603,547,1,1,1,28
925,925,3,1,25,14
312,306,3,1,6,28
1260,1218,3,2,42,7
168,164,3,1,4,56
7,9,3,1,1,112
24,50,1,1,1,14
147,216,1,2,3,14
967,946,1,1,1,14
322,1708,1,1,1,28
169,70,1,1,1,14
3267,635,1,1,1,28
158,283,1,2,1,56
1632,1632,3,1,34,14
19,41,1,1,1,56
3920,3920,3,2,40,7
1983,1851,1,1,1,28
2399,708,1,1,1,14
2340,2316,3,2,12,14
30,36,1,1,1,112
370,518,3,2,37,7
3720,3720,3,2,30,7
78,117,1,2,1,112
693,693,3,1,21,14
507,535,1,1,1,14
442,413,1,1,1,56
48,153,1,1,1,7
324,892,1,1,1,56
132,60,1,1,1,14
3891,985,1,1,1,28
260,648,1,1,1,14
2429,559,1,1,1,14
1874,1653,1,1,1,28
2108,2093,1,1,1,7
628,609,1,1,1,14
642,632,1,1,1,56
1507,1496,3,2,11,14
3160,1139,1,1,1,28
589,3086,1,1,1,28
2284,1750,1,1,1,28
5,10,1,1,1,7
144,144,3,2,36,7
2873,2847,3,1,13,14
2263,2232,3,2,31,14
954,954,3,1,18,14
93,82,1,1,1,112
2170,2139,3,2,31,7
557,1727,1,1,1,56
38,110,1,2,1,112
350,350,3,2,10,14
130,227,1,1,1,112
3322,724,1,1,1,7
3032,3000,3,2,8,56
1444,307,1,1,1,14
1898,430,1,1,1,28
353,2120,1,1,1,14
1332,1323,3,1,9,28
1458,314,1,1,1,7
2763,2590,1,1,1,7
923,255,1,1,1,28
216,216,3,2,18,14
1454,276,1,1,1,7
39,50,3,1,1,112
378,154,1,1,1,28
909,239,1,1,1,14
556,193,1,1,1,56
195,190,3,2,5,56
1023,990,3,1,33,14
504,497,3,1,7,28
56,143,1,1,1,56
979,3905,1,1,1,14
85,85,3,2,5,28
1664,1638,3,2,26,14
720,720,3,2,36,14
288,288,3,1,24,14
354,2657,1,1,1,7
992,984,3,1,8,28
490,475,3,2,5,56
1122,1088,3,1,34,14
3234,3192,3,2,42,7
3952,1421,1,1,1,14
1366,1310,1,1,1,7
1860,1830,3,1,30,14
25,28,1,1,1,112
124,136,3,2,4,28
7,18,1,1,1,112
143,61,1,1,1,56
63,195,1,1,1,7
676,656,3,2,4,112
189,592,1,1,1,28
3248,834,1,1,1,14
53,65,1,2,1,112
2909,609,1,1,1,7
1833,458,1,1,1,56
274,891,1,1,1,14
176,282,1,2,2,56
61,109,1,2,1,112
1662,412,1,1,1,28
1624,1988,3,2,28,14
745,755,3,2,5,112
2267,512,1,1,1,28
3,4,1,1,1,112
209,198,3,1,11,14
784,1077,1,1,1,7
888,851,3,1,37,14
3536,3520,3,1,16,14
1764,1722,3,1,42,7
206,626,1,1,1,14
132,120,3,1,6,28
1584,1548,3,1,36,14
13,26,1,1,1,14
864,864,3,2,16,14
8,15,3,1,1,112
246,318,1,1,1,56
27,27,3,2,27,7
255,240,3,2,15,14
2402,963,1,1,1,14
2386,515,1,1,1,14
1320,1290,3,2,30,14
3885,3885,3,1,35,7
190,185,3,1,5,28
208,208,3,1,16,14
367,488,1,1,1,112
630,620,3,1,10,14
40,126,1,1,1,56
89,214,1,1,1,28
3267,3374,1,1,1,7
1248,421,1,1,1,56
235,207,1,1,1,7
243,216,3,1,27,7
5,8,1,1,1,56
1482,1443,3,1,39,14
1568,1472,3,1,32,14
3536,3536,3,1,34,7
2024,2008,3,1,8,28
6,17,1,1,1,112
1209,1209,3,2,31,14
3432,3384,3,2,24,14
137,236,3,2,1,56
300,324,3,2,3,56
139,218,1,2,1,112
23,39,1,1,1,7
400,446,1,1,1,7
21,33,1,1,1,28
152,144,3,1,8,14
102,165,1,2,1,56
2575,2550,3,1,25,7
32,35,1,1,1,112
3153,2980,1,1,1,14
1236,1224,3,1,12,14
87,87,3,1,29,7
3312,3296,3,1,16,14
3399,3366,3,1,33,7
8,20,1,1,1,56
3948,1548,1,1,1,7
49,59,1,2,1,112
3387,3329,1,1,1,7
157,146,1,1,1,112
561,561,3,2,33,14
102,99,3,2,3,56
68,33,1,1,1,7
193,81,1,1,1,7
101,118,1,1,1,56
9,14,1,2,1,112
270,265,3,1,5,28
1776,1752,3,2,8,28
77,70,3,1,7,14
3540,804,1,1,1,14
40,55,1,1,1,112
8,7,3,2,1,112
249,71,1,1,1,7
82,82,3,2,2,56
7,24,1,2,1,112
1834,428,1,1,1,14
1209,1426,3,2,31,7
280,272,3,1,8,14
250,1663,1,1,1,7
539,567,1,1,1,7
372,396,1,2,3,56
270,107,1,1,1,28
180,303,1,2,1,56
87,160,1,1,1,56
107,133,1,1,1,7
715,710,3,1,5,56
2413,2110,1,1,1,14
90,90,3,2,30,7
1518,1518,3,1,22,14
868,837,3,2,31,14
97,196,1,1,1,56
17,30,1,1,1,7
3408,3392,3,2,16,14
3712,912,1,1,1,14
982,236,1,1,1,7
1036,999,3,2,37,7
1900,432,1,1,1,56
520,480,3,1,40,7
3528,3528,3,1,21,14
131,141,1,2,1,112
35,73,1,1,1,112
203,184,1,1,1,28
1120,1120,3,1,35,14
1143,1213,1,1,1,14
371,354,1,1,1,14
690,193,1,1,1,14
113,530,1,1,1,28
256,360,1,2,2,56
653,209,1,1,1,56
925,915,3,2,5,56
635,636,1,1,1,7
749,3037,1,1,1,7
2501,2460,3,1,41,14
16,37,1,1,1,112
90,90,3,1,15,7
204,278,1,2,2,56
2128,2090,3,1,38,14
429,429,3,1,33,14
1625,1431,1,1,1,14
26,24,3,2,2,112
155,155,3,1,31,7
396,396,3,1,11,14
375,370,3,1,5,56
1107,1066,3,1,41,7
224,220,3,2,4,56
266,514,1,1,1,56
16,25,3,1,1,112
280,107,1,1,1,56
2498,560,1,1,1,28
384,402,1,1,1,56
85,136,1,1,1,112
18,18,3,2,6,14
3086,3802,1,1,1,28
3552,3434,1,1,1,14
651,651,3,2,21,14
3402,3381,3,1,21,14
3396,3069,3,1,3,14
92,192,1,2,1,112
22,24,3,1,1,56
1513,1580,1,1,1,56
177,95,1,1,1,56
43,89,1,1,1,28
3842,3855,1,1,1,7
1680,1645,3,1,35,14
1740,1740,3,2,30,14
149,445,1,1,1,14
744,429,3,1,3,56
66,282,1,1,1,112
3888,935,1,1,1,28
3925,3905,1,1,1,14
2334,327,1,1,1,7
3280,3239,3,1,41,14
1172,273,1,1,1,7
2800,2765,3,1,35,14
231,198,3,1,33,7
546,539,3,1,7,28
1764,1729,3,2,7,56
120,120,3,2,12,14
1260,1260,3,2,35,14
87,84,3,2,3,56
3633,3612,3,1,21,14
312,248,3,1,8,14
240,350,1,2,2,56
47,113,1,1,1,56
568,575,1,1,1,28
80,155,1,2,1,112
896,880,3,2,8,28
264,264,3,2,22,14
175,626,1,1,1,7
27,32,3,2,1,56
16,40,1,2,1,112
188,537,1,1,1,28
2369,2645,3,2,23,14
181,242,1,1,1,7
1356,1332,3,2,12,14
324,316,3,1,4,56
17,31,1,1,1,112
641,176,1,1,1,7
260,250,3,2,5,56
738,1783,1,1,1,28
375,880,1,1,1,14
2924,2924,3,2,34,7
192,296,1,2,2,56
820,820,3,1,20,14
1554,1470,3,1,42,7
714,690,3,1,3,112
369,130,1,1,1,28
37,86,1,1,1,28
3589,3589,3,2,37,7
11,21,3,1,1,112
285,279,1,1,1,14
41,56,1,1,1,7
768,576,3,1,12,14
358,544,1,1,1,112
25,60,1,1,1,28
240,235,3,2,5,56
429,1027,1,1,1,112
2565,2565,3,1,27,7
692,688,3,1,4,112
85,147,1,1,1,56
66,62,3,2,2,112
303,102,1,1,1,7
337,130,1,1,1,28
47,36,1,1,1,28
64,68,3,1,2,56
2755,597,1,1,1,14
88,84,3,2,4,56
3492,3474,3,1,18,14
150,150,3,2,15,7
336,336,3,1,12,14
55,168,1,1,1,7
196,316,1,2,2,56
333,296,3,1,37,7
1936,1778,1,1,1,7
102,51,1,1,1,56
1188,1188,3,1,36,14
3152,1706,1,1,2,28
37,49,1,1,1,14
90,85,3,2,5,28
62,39,1,1,1,56
44,208,1,1,1,56
18,24,3,1,2,112
80,80,3,1,16,7
96,72,3,2,24,7
153,153,3,2,3,56
149,71,1,1,1,56
504,504,3,1,18,14
26,133,1,1,1,56
748,748,3,2,22,14
96,96,3,2,8,14
871,2983,1,1,1,14
2700,2664,3,1,36,14
613,156,1,1,1,14
426,450,1,1,6,14
134,207,1,1,1,28
3567,3489,1,1,1,14
167,166,1,1,1,14
324,333,3,2,3,112
1417,1404,3,2,13,14
178,218,1,1,1,28
3668,3645,1,1,1,14
108,108,3,1,12,14
2870,2829,3,2,41,7
2871,2805,3,1,11,28
585,2493,1,1,1,7
519,2058,1,1,1,14
1286,284,1,1,1,14
96,96,3,2,32,7
703,230,1,1,1,7
42,42,3,2,3,112
88,184,1,1,1,28
962,962,3,1,37,14
168,165,1,1,1,7
1475,1450,3,1,25,14
32,67,1,1,1,112
478,2875,1,1,1,14
3588,3588,3,1,39,7
2843,2673,1,1,1,7
1180,1186,1,1,1,7
84,92,3,2,4,14
3445,853,1,1,1,7
33,75,1,1,1,14
520,520,3,2,5,56
135,130,3,1,5,28
56,71,1,1,1,28
48,64,3,2,1,56
54,65,3,2,1,112
20,17,1,1,1,7
168,168,3,2,7,28
102,55,1,1,1,56
120,116,3,2,4,56
2480,2480,3,2,40,14
59,77,1,1,1,112
894,315,1,1,1,56
432,672,3,2,4,14
3968,2552,1,1,1,14
87,84,3,1,3,56
278,107,1,1,1,56
80,303,1,1,1,7
387,2029,1,1,1,7
46,67,1,1,1,56
22,32,1,1,1,112
261,1233,1,1,1,7
88,140,1,2,1,112
662,516,1,1,2,7
3240,3240,3,1,20,14
688,704,3,1,16,14
3648,884,1,1,1,7
2402,475,1,1,1,28
57,57,3,2,3,56
328,376,1,1,4,14
266,266,3,2,7,28
3237,3237,3,2,39,7
726,704,3,1,22,14
72,68,3,1,4,56
31,58,1,1,1,112
508,488,3,1,4,112
2052,2034,3,1,18,14
306,289,3,2,17,7
1303,335,1,1,1,28
667,2665,1,1,1,14
1596,1596,3,2,19,7
189,89,1,1,1,14
3663,3663,3,1,33,7
402,495,1,1,1,7
420,410,3,2,5,112
245,728,1,1,1,14
3,7,3,1,1,112
987,959,3,2,7,28
1639,732,1,1,1,7
1976,1944,3,1,8,56
1261,3658,1,1,1,7
780,780,3,1,39,7
1930,413,1,1,1,7
72,193,1,1,1,112
537,2062,1,1,1,28
343,357,3,2,7,28
55,100,1,2,1,56
791,796,1,1,1,56
3962,1614,1,1,1,14
3696,2604,3,1,42,14
3823,1935,1,1,1,7
488,480,3,1,8,28
4,7,1,1,1,112
936,936,3,2,9,28
112,108,3,2,4,56
1544,1512,3,1,8,56
1591,561,1,1,1,7
17,33,1,1,1,112
1981,366,1,1,1,7
206,598,1,1,1,7
352,352,3,1,22,14
3444,3444,3,2,41,7
224,706,1,1,1,112
463,1776,1,1,1,56
3627,946,1,1,1,7
384,384,3,2,16,14
3871,3871,1,1,1,14
792,812,3,1,4,112
1460,1460,3,1,20,14
475,539,1,1,1,7
399,399,3,1,19,14
2436,2407,3,2,29,7
30,31,1,1,1,56
244,244,3,2,2,112
64,85,1,1,1,112
2729,599,1,1,1,14
3081,3042,3,2,39,14
3379,3379,3,2,31,7
1914,1881,3,2,33,14
3664,3648,3,2,16,14
278,73,1,1,1,7
3751,3804,1,1,1,14
274,259,1,1,1,14
40,181,1,1,1,112
165,177,3,2,3,28
225,83,1,1,1,14
3239,3198,3,2,41,14
687,730,1,1,1,7
150,145,3,2,5,28
462,462,3,1,42,7
802,279,1,1,1,28
45,137,1,1,1,14
3654,3612,3,2,42,14
151,538,1,1,1,7
782,739,1,1,1,7
3444,3402,3,1,42,7
60,314,1,1,1,56
31,65,1,1,1,112
113,120,1,1,1,112
840,2443,1,1,1,28
90,127,1,1,1,56
1421,1435,3,2,7,112
2175,2225,3,2,25,7
1558,409,1,1,1,14
3540,3840,3,1,30,14
292,106,1,1,1,14
1700,1430,1,2,1,56
1730,3968,1,1,1,14
759,240,1,1,1,56
60,237,1,1,1,7
4,10,1,1,1,112
969,950,3,2,19,7
510,2071,1,1,1,7
1394,1353,3,1,41,7
84,84,3,2,2,56
972,3454,1,1,1,14
58,102,1,1,1,112
1344,1712,3,1,4,28
624,624,3,2,12,14
1750,1750,3,2,35,7
79,122,1,1,1,112
3936,3936,3,2,32,7
248,248,1,1,1,112
16,56,1,1,1,112
15,17,3,1,1,112
76,75,3,1,1,112
17,23,1,1,1,112
657,3665,1,1,1,7
2515,3967,1,1,1,7
2360,2320,3,1,40,14
968,280,1,1,1,56
74,76,3,2,1,112
75,72,3,1,3,28
980,980,3,1,35,14
3624,3624,3,2,24,14
441,1284,1,1,1,28
275,270,3,2,5,56
200,192,3,1,4,56
315,294,3,1,21,14
983,254,1,1,1,14
182,219,1,2,1,112
37,50,1,1,1,14
594,2066,1,1,1,14
2825,2630,1,1,1,14
38,40,3,2,2,112
1112,1000,3,1,8,28
595,595,3,2,35,14
310,279,3,1,31,14
44,48,3,1,2,56
1400,1379,3,1,7,28
576,762,1,1,1,7
505,1190,1,1,1,28
1147,1147,3,1,37,14
1360,1520,3,2,40,14
60,76,1,1,1,28
684,1102,3,1,38,7
2553,2516,3,2,37,14
107,138,1,1,1,28
38,49,1,1,1,56
81,167,1,2,1,112
2171,1114,1,1,1,7
94,175,1,2,1,56
571,192,1,1,1,56
806,177,1,1,1,7
2,3,3,1,1,112
2,3,1,1,1,112
67,44,1,1,1,112
577,1182,1,1,1,7
1558,1517,3,2,41,7
3672,3672,3,1,27,7
82,123,1,2,1,112
924,924,3,1,33,14
1848,1815,3,1,33,14
3312,2389,1,1,1,7
2627,2590,3,1,37,14
95,139,1,2,1,112
119,119,3,2,7,14
554,609,1,1,1,28
3733,779,1,1,1,14
529,1845,1,1,1,7
19,41,1,1,1,7
49,80,1,1,1,28
2074,1948,1,1,1,28
39,99,1,1,1,7
60,225,1,1,1,7
73,88,1,1,1,56
2964,2888,3,1,38,14
204,322,1,2,2,56
292,296,3,2,4,56
360,360,3,1,15,14
117,139,1,1,1,14
7,10,1,1,1,7
1131,1092,3,1,39,14
2058,2023,3,2,7,56
2791,2577,1,1,1,28
1629,1611,3,2,9,28
2592,2592,3,2,27,7
3948,3948,3,1,42,7
1392,1333,1,1,1,28
3405,850,1,1,1,7
17,43,1,1,1,7
3757,3755,1,1,1,7
16,18,1,1,1,56
92,76,3,2,2,112
1188,1084,1,1,1,14
690,690,3,1,23,14
1050,1008,3,1,42,7
96,92,3,1,4,28
11,29,1,2,1,112
3919,1206,1,1,1,14
128,316,1,1,1,14
1464,612,1,1,3,14
2680,2640,3,1,40,14
53,150,1,1,1,28
295,1137,1,1,1,7
2888,2562,1,1,1,7
3450,3450,3,2,25,7
180,170,3,2,10,14
323,833,1,1,1,7
272,272,3,1,16,14
53,61,1,2,1,112
108,104,3,1,2,112
35,36,1,1,1,112
240,235,3,2,5,56
840,798,3,1,42,7
1248,1128,3,1,12,14
1889,450,1,1,1,28
2128,2128,3,1,38,14
2,3,1,1,1,112
3772,3772,3,2,41,7
650,650,3,2,13,14
80,50,1,1,1,14
250,245,3,1,5,112
1463,1208,1,1,1,7
128,172,1,2,1,112
1312,1271,3,1,41,7
985,997,1,1,1,14
276,340,1,2,2,56
1867,1809,1,1,1,7
1443,1443,3,2,39,14
87,130,1,1,1,112
7,7,1,1,1,112
90,86,1,1,1,112
3007,3038,3,2,31,7
705,1320,1,1,5,14
1554,1512,3,1,42,7
8,17,1,1,1,112
411,143,1,1,1,28
870,860,3,2,10,14
2431,2459,1,1,1,14
2310,2982,3,2,42,7
759,249,1,1,1,56
26,29,1,1,1,112
52,45,1,1,1,56
2103,2175,1,1,1,7
144,603,1,1,1,7
2453,2317,1,1,1,14
455,442,3,2,13,14
1588,351,1,1,1,7
15,30,1,1,1,112
8,12,1,1,1,14
534,636,1,1,3,28
2310,2277,3,1,33,14
1563,1505,1,1,1,14
1184,1184,3,2,32,14
425,802,1,1,1,112
514,1503,1,1,1,28
2850,2850,3,2,30,7
2015,2015,3,2,31,14
217,210,3,1,7,28
3822,3822,3,2,39,7
155,180,3,2,5,14
840,840,3,1,20,14
3425,3425,3,2,25,7
24,33,1,1,1,28
2376,2376,3,2,33,14
1024,1016,3,1,8,28
1768,1768,3,1,34,14
225,210,3,1,15,14
117,114,1,1,1,7
720,720,3,2,12,14
238,238,3,2,34,7
1485,286,1,1,1,7
348,324,3,2,4,112
1003,1003,3,2,17,14
2562,2548,3,2,14,14
468,468,3,2,12,14
1107,976,1,1,1,14
32,37,1,1,1,112
78,72,3,2,6,14
140,140,3,1,14,14
780,259,1,1,1,56
465,400,1,1,1,7
21,28,1,1,1,112
2262,2262,3,2,26,7
270,261,3,1,9,14
3696,2184,3,1,42,14
312,304,3,1,8,28
1900,1900,3,1,19,14
2937,2841,1,1,1,7
1012,1012,3,2,11,14
2601,2362,1,1,1,56
214,227,1,1,1,56
1431,1431,3,2,27,7
1110,1110,3,1,15,14
110,110,3,2,10,14
10,24,1,1,1,7
564,544,3,1,4,112
396,396,3,1,18,14
816,293,1,1,1,56
3457,3379,1,1,1,7
4,6,3,1,1,112
130,143,3,2,13,7
134,471,1,1,1,7
98,98,3,2,7,14
572,572,3,1,26,14
2671,2371,1,1,1,14
836,876,1,1,2,14
671,216,1,1,1,56
2359,2304,1,1,1,7
1253,1258,1,1,1,7
104,104,3,1,4,56
6,12,3,1,1,112
1673,2091,1,2,1,56
3649,3649,3,1,41,7
448,448,3,1,28,14
3264,722,1,1,1,28
1122,1098,3,1,6,56
729,2572,1,1,1,28
7,12,1,1,1,112
972,954,3,2,6,56
3559,1234,1,1,1,56
2800,2808,3,2,8,112
220,1861,1,1,1,28
2257,2257,3,2,37,14
3640,3614,3,2,26,7
94,118,1,1,1,14
2940,2776,1,1,1,28
800,800,3,1,32,14
902,223,1,1,1,14
217,231,3,1,7,14
1598,329,1,1,1,14
918,2903,1,1,1,14
501,150,1,1,1,14
738,697,3,2,41,7
62,68,3,1,1,56
2964,2925,3,1,39,14
3336,3336,3,2,24,7
1440,1400,3,1,40,14
907,178,1,1,1,7
420,390,3,1,30,14
55,77,1,1,1,112
1590,1590,3,2,15,14
66,83,1,1,1,14
1368,1332,3,1,36,14
157,521,1,1,1,7
3,4,3,1,1,112
105,90,3,1,15,7
240,232,3,1,4,56
3527,3302,1,1,1,7
1260,1239,3,1,7,28
1665,1628,3,1,37,14
616,630,3,1,14,14
1054,1020,3,1,34,14
32,42,1,1,1,28
71,129,1,2,1,112
2592,2592,3,2,36,14
163,209,1,2,1,56
3075,3034,3,2,41,7
